"proteinSearched","gene","EnsemblID","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate"
"protein","SLC37A4","ENSG00000137700","This gene regulates glucose-6-phosphate transport from the cytoplasm to the lumen of the endoplasmic reticulum, in order to maintain glucose homeostasis. It also plays a role in ATP-mediated calcium sequestration in the lumen of the endoplasmic reticulum. Mutations in this gene have been associated with various forms of glycogen storage disease. Alternative splicing in this gene results in multiple transcript variants.[provided by RefSeq, Aug 2009]","                                            SLC37A4 (Solute Carrier Family 37 Member 4) is a Protein Coding gene.                                            Diseases associated with SLC37A4 include Glycogen Storage Disease Ib and Glycogen Storage Disease Ic.                                            Among its related pathways are Hexose transport and Metabolism.                                            Gene Ontology (GO) annotations related to this gene include transporter activity and glucose-6-phosphate transmembrane transporter activity.                                            An important paralog of this gene is SLC17A6.","Inorganic phosphate and glucose-6-phosphate antiporter of the endoplasmic reticulum. Transports cytoplasmic glucose-6-phosphate into the lumen of the endoplasmic reticulum and translocates inorganic phosphate into the opposite direction. Forms with glucose-6-phosphatase the complex responsible for glucose production through glycogenolysis and gluconeogenesis. Hence, it plays a central role in homeostatic regulation of blood glucose levels.
                         G6PT1_HUMAN,O43826
                         ","Tue Aug 18 07:13:35 2020"
"protein","SLC5A1","ENSG00000100170","This gene encodes a member of the sodium-dependent glucose transporter (SGLT) family. The encoded integral membrane protein is the primary mediator of dietary glucose and galactose uptake from the intestinal lumen. Mutations in this gene have been associated with glucose-galactose malabsorption. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jan 2012]","                                            SLC5A1 (Solute Carrier Family 5 Member 1) is a Protein Coding gene.                                            Diseases associated with SLC5A1 include Glucose/Galactose Malabsorption and Renal Glucosuria.                                            Among its related pathways are NRF2 pathway and Mineral absorption.                                            Gene Ontology (GO) annotations related to this gene include transporter activity and glucose:sodium symporter activity.                                            An important paralog of this gene is SLC5A4.","Actively transports glucose into cells by Na(+) cotransport with a Na(+) to glucose coupling ratio of 2:1. Efficient substrate transport in mammalian kidney is provided by the concerted action of a low affinity high capacity and a high affinity low capacity Na(+)/glucose cotransporter arranged in series along kidney proximal tubules.
                         SC5A1_HUMAN,P13866
                         ","Tue Aug 18 07:13:35 2020"
"protein","INSR","ENSG00000171105","This gene encodes a member of the receptor tyrosine kinase family of proteins. The encoded preproprotein is proteolytically processed to generate alpha and beta subunits that form a heterotetrameric receptor. Binding of insulin or other ligands to this receptor activates the insulin signaling pathway, which regulates glucose uptake and release, as well as the synthesis and storage of carbohydrates, lipids and protein. Mutations in this gene underlie the inherited severe insulin resistance syndromes including type A insulin resistance syndrome, Donohue syndrome and Rabson-Mendenhall syndrome. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Oct 2015]","                                            INSR (Insulin Receptor) is a Protein Coding gene.                                            Diseases associated with INSR include Donohue Syndrome and Hyperinsulinemic Hypoglycemia, Familial, 5.                                            Among its related pathways are RET signaling and Folate Metabolism.                                            Gene Ontology (GO) annotations related to this gene include transferase activity, transferring phosphorus-containing groups and protein tyrosine kinase activity.                                            An important paralog of this gene is IGF1R.","Receptor tyrosine kinase which mediates the pleiotropic actions of insulin. Binding of insulin leads to phosphorylation of several intracellular substrates, including, insulin receptor substrates (IRS1, 2, 3, 4), SHC, GAB1, CBL and other signaling intermediates. Each of these phosphorylated proteins serve as docking proteins for other signaling proteins that contain Src-homology-2 domains (SH2 domain) that specifically recognize different phosphotyrosine residues, including the p85 regulatory subunit of PI3K and SHP2. Phosphorylation of IRSs proteins lead to the activation of two main signaling pathways: the PI3K-AKT/PKB pathway, which is responsible for most of the metabolic actions of insulin, and the Ras-MAPK pathway, which regulates expression of some genes and cooperates with the PI3K pathway to control cell growth and differentiation. Binding of the SH2 domains of PI3K to phosphotyrosines on IRS1 leads to the activation of PI3K and the generation of phosphatidylinositol-(3, 4, 5)-triphosphate (PIP3), a lipid second messenger, which activates several PIP3-dependent serine/threonine kinases, such as PDPK1 and subsequently AKT/PKB. The net effect of this pathway is to produce a translocation of the glucose transporter SLC2A4/GLUT4 from cytoplasmic vesicles to the cell membrane to facilitate glucose transport. Moreover, upon insulin stimulation, activated AKT/PKB is responsible for: anti-apoptotic effect of insulin by inducing phosphorylation of BAD; regulates the expression of gluconeogenic and lipogenic enzymes by controlling the activity of the winged helix or forkhead (FOX) class of transcription factors. Another pathway regulated by PI3K-AKT/PKB activation is mTORC1 signaling pathway which regulates cell growth and metabolism and integrates signals from insulin. AKT mediates insulin-stimulated protein synthesis by phosphorylating TSC2 thereby activating mTORC1 pathway. The Ras/RAF/MAP2K/MAPK pathway is mainly involved in mediating cell growth, survival and cellular differentiation of insulin. Phosphorylated IRS1 recruits GRB2/SOS complex, which triggers the activation of the Ras/RAF/MAP2K/MAPK pathway. In addition to binding insulin, the insulin receptor can bind insulin-like growth factors (IGFI and IGFII). Isoform Short has a higher affinity for IGFII binding. When present in a hybrid receptor with IGF1R, binds IGF1. PubMed:12138094 shows that hybrid receptors composed of IGF1R and INSR isoform Long are activated with a high affinity by IGF1, with low affinity by IGF2 and not significantly activated by insulin, and that hybrid receptors composed of IGF1R and INSR isoform Short are activated by IGF1, IGF2 and insulin. In contrast, PubMed:16831875 shows that hybrid receptors composed of IGF1R and INSR isoform Long and hybrid receptors composed of IGF1R and INSR isoform Short have similar binding characteristics, both bind IGF1 and have a low affinity for insulin. In adipocytes, inhibits lipolysis (By similarity).
                         INSR_HUMAN,P06213
                         ","Tue Aug 18 07:13:36 2020"
"protein","INS","ENSG00000254647","This gene encodes insulin, a peptide hormone that plays a vital role in the regulation of carbohydrate and lipid metabolism. After removal of the precursor signal peptide, proinsulin is post-translationally cleaved into three peptides: the B chain and A chain peptides, which are covalently linked via two disulfide bonds to form insulin, and C-peptide. Binding of insulin to the insulin receptor (INSR) stimulates glucose uptake. A multitude of mutant alleles with phenotypic effects have been identified, including insulin-dependent diabetes mellitus, permanent neonatal diabetes diabetes mellitus, maturity-onset diabetes of the young type 10 and hyperproinsulinemia. There is a read-through gene, INS-IGF2, which overlaps with this gene at the 5' region and with the IGF2 gene at the 3' region. [provided by RefSeq, May 2020]","                                            INS (Insulin) is a Protein Coding gene.                                            Diseases associated with INS include Hyperproinsulinemia and Maturity-Onset Diabetes Of The Young, Type 10.                                            Among its related pathways are RET signaling and Folate Metabolism.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and protease binding.                                            An important paralog of this gene is INS-IGF2.","Insulin decreases blood glucose concentration. It increases cell permeability to monosaccharides, amino acids and fatty acids. It accelerates glycolysis, the pentose phosphate cycle, and glycogen synthesis in liver.
                         INS_HUMAN,P01308
                         ","Tue Aug 18 07:13:38 2020"
"protein","IGF1R","ENSG00000140443","This receptor binds insulin-like growth factor with a high affinity. It has tyrosine kinase activity. The insulin-like growth factor I receptor plays a critical role in transformation events. Cleavage of the precursor generates alpha and beta subunits. It is highly overexpressed in most malignant tissues where it functions as an anti-apoptotic agent by enhancing cell survival. Alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, May 2014]","                                            IGF1R (Insulin Like Growth Factor 1 Receptor) is a Protein Coding gene.                                            Diseases associated with IGF1R include Insulin-Like Growth Factor I and Ring Chromosome 15.                                            Among its related pathways are Apoptosis Modulation and Signaling and Transcriptional misregulation in cancer.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and protein kinase activity.                                            An important paralog of this gene is INSR.","Receptor tyrosine kinase which mediates actions of insulin-like growth factor 1 (IGF1). Binds IGF1 with high affinity and IGF2 and insulin (INS) with a lower affinity. The activated IGF1R is involved in cell growth and survival control. IGF1R is crucial for tumor transformation and survival of malignant cell. Ligand binding activates the receptor kinase, leading to receptor autophosphorylation, and tyrosines phosphorylation of multiple substrates, that function as signaling adapter proteins including, the insulin-receptor substrates (IRS1/2), Shc and 14-3-3 proteins. Phosphorylation of IRSs proteins lead to the activation of two main signaling pathways: the PI3K-AKT/PKB pathway and the Ras-MAPK pathway. The result of activating the MAPK pathway is increased cellular proliferation, whereas activating the PI3K pathway inhibits apoptosis and stimulates protein synthesis. Phosphorylated IRS1 can activate the 85 kDa regulatory subunit of PI3K (PIK3R1), leading to activation of several downstream substrates, including protein AKT/PKB. AKT phosphorylation, in turn, enhances protein synthesis through mTOR activation and triggers the antiapoptotic effects of IGFIR through phosphorylation and inactivation of BAD. In parallel to PI3K-driven signaling, recruitment of Grb2/SOS by phosphorylated IRS1 or Shc leads to recruitment of Ras and activation of the ras-MAPK pathway. In addition to these two main signaling pathways IGF1R signals also through the Janus kinase/signal transducer and activator of transcription pathway (JAK/STAT). Phosphorylation of JAK proteins can lead to phosphorylation/activation of signal transducers and activators of transcription (STAT) proteins. In particular activation of STAT3, may be essential for the transforming activity of IGF1R. The JAK/STAT pathway activates gene transcription and may be responsible for the transforming activity. JNK kinases can also be activated by the IGF1R. IGF1 exerts inhibiting activities on JNK activation via phosphorylation and inhibition of MAP3K5/ASK1, which is able to directly associate with the IGF1R.
                         IGF1R_HUMAN,P08069
                         ","Tue Aug 18 07:13:39 2020"
"protein","GCG","ENSG00000115263","The protein encoded by this gene is actually a preproprotein that is cleaved into four distinct mature peptides. One of these, glucagon, is a pancreatic hormone that counteracts the glucose-lowering action of insulin by stimulating glycogenolysis and gluconeogenesis. Glucagon is a ligand for a specific G-protein linked receptor whose signalling pathway controls cell proliferation. Two of the other peptides are secreted from gut endocrine cells and promote nutrient absorption through distinct mechanisms. Finally, the fourth peptide is similar to glicentin, an active enteroglucagon. [provided by RefSeq, Jul 2008]","                                            GCG (Glucagon) is a Protein Coding gene.                                            Diseases associated with GCG include Dumping Syndrome and Hyperglycemia.                                            Among its related pathways are Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins. and RET signaling.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and hormone activity.                                            ","Glucagon plays a key role in glucose metabolism and homeostasis. Regulates blood glucose by increasing gluconeogenesis and decreasing glycolysis. A counterregulatory hormone of insulin, raises plasma glucose levels in response to insulin-induced hypoglycemia. Plays an important role in initiating and maintaining hyperglycemic conditions in diabetes.
                         GLUC_HUMAN,P01275
                         ","Tue Aug 18 07:13:40 2020"
"protein","GCGR","ENSG00000215644","The protein encoded by this gene is a glucagon receptor that is important in controlling blood glucose levels. Defects in this gene are a cause of non-insulin-dependent diabetes mellitus (NIDDM).[provided by RefSeq, Jan 2010]","                                            GCGR (Glucagon Receptor) is a Protein Coding gene.                                            Diseases associated with GCGR include Gcgr-Related Hyperglucagonemia and Diabetes Mellitus.                                            Among its related pathways are RET signaling and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and guanyl-nucleotide exchange factor activity.                                            An important paralog of this gene is GIPR.","G-protein coupled receptor for glucagon that plays a central role in the regulation of blood glucose levels and glucose homeostasis. Regulates the rate of hepatic glucose production by promoting glycogen hydrolysis and gluconeogenesis. Plays an important role in mediating the responses to fasting. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Promotes activation of adenylate cyclase. Besides, plays a role in signaling via a phosphatidylinositol-calcium second messenger system.
                         GLR_HUMAN,P47871
                         ","Tue Aug 18 07:13:40 2020"
"protein","GLP1R","ENSG00000112164","This gene encodes a 7-transmembrane protein that functions as a receptor for glucagon-like peptide 1 (GLP-1) hormone, which stimulates glucose-induced insulin secretion. This receptor, which functions at the cell surface, becomes internalized in response to GLP-1 and GLP-1 analogs, and it plays an important role in the signaling cascades leading to insulin secretion. It also displays neuroprotective effects in animal models. Polymorphisms in this gene are associated with diabetes. The protein is an important drug target for the treatment of type 2 diabetes and stroke. Alternative splicing of this gene results in multiple transcript variants. [provided by RefSeq, Apr 2016]","                                            GLP1R (Glucagon Like Peptide 1 Receptor) is a Protein Coding gene.                                            Diseases associated with GLP1R include Insulinoma and Hyperglycemia.                                            Among its related pathways are Integration of energy metabolism and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and glucagon receptor activity.                                            An important paralog of this gene is GCGR.","G-protein coupled receptor for glucagon-like peptide 1 (GLP-1) (PubMed:8405712, PubMed:8216285, PubMed:7517895, PubMed:19861722, PubMed:26308095, PubMed:27196125, PubMed:28514449). Ligand binding triggers activation of a signaling cascade that leads to the activation of adenylyl cyclase and increased intracellular cAMP levels (PubMed:8405712, PubMed:8216285, PubMed:7517895, PubMed:19861722, PubMed:26308095, PubMed:27196125, PubMed:28514449). Plays a role in regulating insulin secretion in response to GLP-1 (By similarity).
                         GLP1R_HUMAN,P43220
                         ","Tue Aug 18 07:13:41 2020"
"protein","DBH","ENSG00000123454","The protein encoded by this gene is an oxidoreductase belonging to the copper type II, ascorbate-dependent monooxygenase family. The encoded protein, expressed in neuroscretory vesicles and chromaffin granules of the adrenal medulla, catalyzes the conversion of dopamine to norepinephrine, which functions as both a hormone and as the main neurotransmitter of the sympathetic nervous system. The enzyme encoded by this gene exists exists in both soluble and membrane-bound forms, depending on the absence or presence, respectively, of a signal peptide. Mutations in this gene cause dopamine beta-hydroxylate deficiency in human patients, characterized by deficits in autonomic and cardiovascular function, including hypotension and ptosis. Polymorphisms in this gene may play a role in a variety of psychiatric disorders. [provided by RefSeq, Aug 2017]","                                            DBH (Dopamine Beta-Hydroxylase) is a Protein Coding gene.                                            Diseases associated with DBH include Orthostatic Hypotension 1 and Pure Autonomic Failure.                                            Among its related pathways are Neuroscience and Monoamine Transport.                                            Gene Ontology (GO) annotations related to this gene include copper ion binding and L-ascorbic acid binding.                                            An important paralog of this gene is MOXD1.","Conversion of dopamine to noradrenaline.
                         DOPO_HUMAN,P09172
                         ","Tue Aug 18 07:13:42 2020"
"protein","SLC6A3","ENSG00000142319","This gene encodes a dopamine transporter which is a member of the sodium- and chloride-dependent neurotransmitter transporter family. The 3' UTR of this gene contains a 40 bp tandem repeat, referred to as a variable number tandem repeat or VNTR, which can be present in 3 to 11 copies. Variation in the number of repeats is associated with idiopathic epilepsy, attention-deficit hyperactivity disorder, dependence on alcohol and cocaine, susceptibility to Parkinson disease and protection against nicotine dependence.[provided by RefSeq, Nov 2009]","                                            SLC6A3 (Solute Carrier Family 6 Member 3) is a Protein Coding gene.                                            Diseases associated with SLC6A3 include Parkinsonism-Dystonia, Infantile, 1 and Tobacco Addiction.                                            Among its related pathways are Monoamine Transport and Synaptic vesicle cycle.                                            Gene Ontology (GO) annotations related to this gene include signaling receptor binding and protein N-terminus binding.                                            An important paralog of this gene is SLC6A2.","Amine transporter. Terminates the action of dopamine by its high affinity sodium-dependent reuptake into presynaptic terminals.
                         SC6A3_HUMAN,Q01959
                         ","Tue Aug 18 07:13:43 2020"
"protein","DRD2","ENSG00000149295","This gene encodes the D2 subtype of the dopamine receptor. This G-protein coupled receptor inhibits adenylyl cyclase activity. A missense mutation in this gene causes myoclonus dystonia; other mutations have been associated with schizophrenia. Alternative splicing of this gene results in two transcript variants encoding different isoforms. A third variant has been described, but it has not been determined whether this form is normal or due to aberrant splicing. [provided by RefSeq, Jul 2008]","                                            DRD2 (Dopamine Receptor D2) is a Protein Coding gene.                                            Diseases associated with DRD2 include Cocaine Dependence and Substance Dependence.                                            Among its related pathways are Signaling by GPCR and Ras signaling pathway.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and identical protein binding.                                            An important paralog of this gene is ADRA2A.","Dopamine receptor whose activity is mediated by G proteins which inhibit adenylyl cyclase.
                         DRD2_HUMAN,P14416
                         ","Tue Aug 18 07:13:44 2020"
"protein","ESR1","ENSG00000091831","This gene encodes an estrogen receptor, a ligand-activated transcription factor composed of several domains important for hormone binding, DNA binding, and activation of transcription. The protein localizes to the nucleus where it may form a homodimer or a heterodimer with estrogen receptor 2. Estrogen and its receptors are essential for sexual development and reproductive function, but also play a role in other tissues such as bone. Estrogen receptors are also involved in pathological processes including breast cancer, endometrial cancer, and osteoporosis. Alternative promoter usage and alternative splicing result in dozens of transcript variants, but the full-length nature of many of these variants has not been determined. [provided by RefSeq, Mar 2014]","                                            ESR1 (Estrogen Receptor 1) is a Protein Coding gene.                                            Diseases associated with ESR1 include Estrogen Resistance and Breast Cancer.                                            Among its related pathways are Estrogen signaling pathway and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and identical protein binding.                                            An important paralog of this gene is ESR2.","Nuclear hormone receptor. The steroid hormones and their receptors are involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Ligand-dependent nuclear transactivation involves either direct homodimer binding to a palindromic estrogen response element (ERE) sequence or association with other DNA-binding transcription factors, such as AP-1/c-Jun, c-Fos, ATF-2, Sp1 and Sp3, to mediate ERE-independent signaling. Ligand binding induces a conformational change allowing subsequent or combinatorial association with multiprotein coactivator complexes through LXXLL motifs of their respective components. Mutual transrepression occurs between the estrogen receptor (ER) and NF-kappa-B in a cell-type specific manner. Decreases NF-kappa-B DNA-binding activity and inhibits NF-kappa-B-mediated transcription from the IL6 promoter and displace RELA/p65 and associated coregulators from the promoter. Recruited to the NF-kappa-B response element of the CCL2 and IL8 promoters and can displace CREBBP. Present with NF-kappa-B components RELA/p65 and NFKB1/p50 on ERE sequences. Can also act synergistically with NF-kappa-B to activate transcription involving respective recruitment adjacent response elements; the function involves CREBBP. Can activate the transcriptional activity of TFF1. Also mediates membrane-initiated estrogen signaling involving various kinase cascades. Isoform 3 is involved in activation of NOS3 and endothelial nitric oxide production. Isoforms lacking one or several functional domains are thought to modulate transcriptional activity by competitive ligand or DNA binding and/or heterodimerization with the full-length receptor. Essential for MTA1-mediated transcriptional regulation of BRCA1 and BCAS3. Isoform 3 can bind to ERE and inhibit isoform 1.
                         ESR1_HUMAN,P03372
                         ","Tue Aug 18 07:13:48 2020"
"protein","ESR2","ENSG00000140009","This gene encodes a member of the family of estrogen receptors and superfamily of nuclear receptor transcription factors. The gene product contains an N-terminal DNA binding domain and C-terminal ligand binding domain and is localized to the nucleus, cytoplasm, and mitochondria. Upon binding to 17beta-estradiol or related ligands, the encoded protein forms homo- or hetero-dimers that interact with specific DNA sequences to activate transcription. Some isoforms dominantly inhibit the activity of other estrogen receptor family members. Several alternatively spliced transcript variants of this gene have been described, but the full-length nature of some of these variants has not been fully characterized. [provided by RefSeq, Jul 2008]","                                            ESR2 (Estrogen Receptor 2) is a Protein Coding gene.                                            Diseases associated with ESR2 include Ovarian Dysgenesis 8 and Thyroid Carcinoma, Familial Medullary.                                            Among its related pathways are Chks in Checkpoint Regulation and Gene Expression.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and enzyme binding.                                            An important paralog of this gene is ESR1.","Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.
                         ESR2_HUMAN,Q92731
                         ","Tue Aug 18 07:13:50 2020"
"protein","CYP19A1","ENSG00000137869","This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This protein localizes to the endoplasmic reticulum and catalyzes the last steps of estrogen biosynthesis. Mutations in this gene can result in either increased or decreased aromatase activity; the associated phenotypes suggest that estrogen functions both as a sex steroid hormone and in growth or differentiation. Alternative promoter use and alternative splicing results in multiple transcript variants that have different tissue specificities. [provided by RefSeq, Dec 2016]","                                            CYP19A1 (Cytochrome P450 Family 19 Subfamily A Member 1) is a Protein Coding gene.                                            Diseases associated with CYP19A1 include Aromatase Deficiency and Aromatase Excess Syndrome.                                            Among its related pathways are Cytochrome P450 - arranged by substrate type and Androstenedione and testosterone biosynthesis and metabolism p.1.                                            Gene Ontology (GO) annotations related to this gene include iron ion binding and electron transfer activity.                                            An important paralog of this gene is CYP4F3.","A cytochrome P450 monooxygenase that catalyzes the conversion of C19 androgens, androst-4-ene-3,17-dione (androstenedione) and testosterone to the C18 estrogens, estrone and estradiol, respectively (PubMed:27702664, PubMed:2848247). Catalyzes three successive oxidations of C19 androgens: two conventional oxidations at C19 yielding 19-hydroxy and 19-oxo/19-aldehyde derivatives, followed by a third oxidative aromatization step that involves C1-beta hydrogen abstraction combined with cleavage of the C10-C19 bond to yield a phenolic A ring and formic acid (PubMed:20385561). Alternatively, the third oxidative reaction yields a 19-norsteroid and formic acid. Converts dihydrotestosterone to delta1,10-dehydro 19-nordihydrotestosterone and may play a role in homeostasis of this potent androgen (PubMed:22773874). Also displays 2-hydroxylase activity toward estrone (PubMed:22773874). Mechanistically, uses molecular oxygen inserting one oxygen atom into a substrate, and reducing the second into a water molecule, with two electrons provided by NADPH via cytochrome P450 reductase (CPR; NADPH-ferrihemoprotein reductase) (PubMed:20385561, PubMed:22773874).
                         CP19A_HUMAN,P11511
                         ","Tue Aug 18 07:13:51 2020"
"protein","PGR","ENSG00000082175","This gene encodes a member of the steroid receptor superfamily. The encoded protein mediates the physiological effects of progesterone, which plays a central role in reproductive events associated with the establishment and maintenance of pregnancy. This gene uses two distinct promotors and translation start sites in the first exon to produce several transcript variants, both protein coding and non-protein coding. Two of the isoforms (A and B) are identical except for an additional 165 amino acids found in the N-terminus of isoform B and mediate their own response genes and physiologic effects with little overlap. [provided by RefSeq, Sep 2015]","                                            PGR (Progesterone Receptor) is a Protein Coding gene.                                            Diseases associated with PGR include Progesterone Resistance and Myoma.                                            Among its related pathways are Signaling by GPCR and Cellular roles of Anthrax toxin.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and signaling receptor binding.                                            An important paralog of this gene is NR3C2.","The steroid hormones and their receptors are involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Depending on the isoform, progesterone receptor functions as transcriptional activator or repressor.
                         PRGR_HUMAN,P06401
                         ","Tue Aug 18 07:13:52 2020"
"protein","ESR1","ENSG00000091831","This gene encodes an estrogen receptor, a ligand-activated transcription factor composed of several domains important for hormone binding, DNA binding, and activation of transcription. The protein localizes to the nucleus where it may form a homodimer or a heterodimer with estrogen receptor 2. Estrogen and its receptors are essential for sexual development and reproductive function, but also play a role in other tissues such as bone. Estrogen receptors are also involved in pathological processes including breast cancer, endometrial cancer, and osteoporosis. Alternative promoter usage and alternative splicing result in dozens of transcript variants, but the full-length nature of many of these variants has not been determined. [provided by RefSeq, Mar 2014]","                                            ESR1 (Estrogen Receptor 1) is a Protein Coding gene.                                            Diseases associated with ESR1 include Estrogen Resistance and Breast Cancer.                                            Among its related pathways are Estrogen signaling pathway and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and identical protein binding.                                            An important paralog of this gene is ESR2.","Nuclear hormone receptor. The steroid hormones and their receptors are involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Ligand-dependent nuclear transactivation involves either direct homodimer binding to a palindromic estrogen response element (ERE) sequence or association with other DNA-binding transcription factors, such as AP-1/c-Jun, c-Fos, ATF-2, Sp1 and Sp3, to mediate ERE-independent signaling. Ligand binding induces a conformational change allowing subsequent or combinatorial association with multiprotein coactivator complexes through LXXLL motifs of their respective components. Mutual transrepression occurs between the estrogen receptor (ER) and NF-kappa-B in a cell-type specific manner. Decreases NF-kappa-B DNA-binding activity and inhibits NF-kappa-B-mediated transcription from the IL6 promoter and displace RELA/p65 and associated coregulators from the promoter. Recruited to the NF-kappa-B response element of the CCL2 and IL8 promoters and can displace CREBBP. Present with NF-kappa-B components RELA/p65 and NFKB1/p50 on ERE sequences. Can also act synergistically with NF-kappa-B to activate transcription involving respective recruitment adjacent response elements; the function involves CREBBP. Can activate the transcriptional activity of TFF1. Also mediates membrane-initiated estrogen signaling involving various kinase cascades. Isoform 3 is involved in activation of NOS3 and endothelial nitric oxide production. Isoforms lacking one or several functional domains are thought to modulate transcriptional activity by competitive ligand or DNA binding and/or heterodimerization with the full-length receptor. Essential for MTA1-mediated transcriptional regulation of BRCA1 and BCAS3. Isoform 3 can bind to ERE and inhibit isoform 1.
                         ESR1_HUMAN,P03372
                         ","Tue Aug 18 07:13:53 2020"
"protein","PGRMC1","ENSG00000101856","This gene encodes a putative membrane-associated progesterone steroid receptor. The protein is expressed predominantly in the liver and kidney. [provided by RefSeq, Mar 2010]","                                            PGRMC1 (Progesterone Receptor Membrane Component 1) is a Protein Coding gene.                                            Diseases associated with PGRMC1 include Preterm Premature Rupture Of The Membranes and Placental Choriocarcinoma.                                            Among its related pathways are Innate Immune System and Glucose / Energy Metabolism.                                            Gene Ontology (GO) annotations related to this gene include heme binding and steroid binding.                                            An important paralog of this gene is PGRMC2.","Component of a progesterone-binding protein complex (PubMed:28396637). Binds progesterone (PubMed:25675345). Has many reported cellular functions (heme homeostasis, interaction with CYPs). Required for the maintenance of uterine histoarchitecture and normal female reproductive lifespan (By similarity). Intracellular heme chaperone. Regulates heme synthesis via interactions with FECH and acts as a heme donor for at least some hemoproteins (PubMed:27599036).
                         PGRC1_HUMAN,O00264
                         ","Tue Aug 18 07:13:54 2020"
"protein","PRL","ENSG00000172179","This gene encodes the anterior pituitary hormone prolactin. This secreted hormone is a growth regulator for many tissues, including cells of the immune system. It may also play a role in cell survival by suppressing apoptosis, and it is essential for lactation. Alternative splicing results in multiple transcript variants that encode the same protein. [provided by RefSeq, Aug 2011]","                                            PRL (Prolactin) is a Protein Coding gene.                                            Diseases associated with PRL include Impotence and Pituitary Gland Disease.                                            Among its related pathways are Prolactin Signaling Pathway and PEDF Induced Signaling.                                            Gene Ontology (GO) annotations related to this gene include hormone activity and prolactin receptor binding.                                            An important paralog of this gene is CSH2.","Prolactin acts primarily on the mammary gland by promoting lactation.
                         PRL_HUMAN,P01236
                         ","Tue Aug 18 07:13:55 2020"
"protein","PRLR","ENSG00000113494","This gene encodes a receptor for the anterior pituitary hormone, prolactin, and belongs to the type I cytokine receptor family. Prolactin-dependent signaling occurs as the result of ligand-induced dimerization of the prolactin receptor. Several alternatively spliced transcript variants encoding different membrane-bound and soluble isoforms have been described for this gene, which may function to modulate the endocrine and autocrine effects of prolactin in normal tissue and cancer. [provided by RefSeq, Feb 2011]","                                            PRLR (Prolactin Receptor) is a Protein Coding gene.                                            Diseases associated with PRLR include Hyperprolactinemia and Multiple Fibroadenomas Of The Breast.                                            Among its related pathways are Prolactin Signaling Pathway and PEDF Induced Signaling.                                            Gene Ontology (GO) annotations related to this gene include protein homodimerization activity and peptide hormone binding.                                            An important paralog of this gene is GHR.","This is a receptor for the anterior pituitary hormone prolactin (PRL). Acts as a prosurvival factor for spermatozoa by inhibiting sperm capacitation through suppression of SRC kinase activation and stimulation of AKT. Isoform 4 is unable to transduce prolactin signaling. Isoform 6 is unable to transduce prolactin signaling.
                         PRLR_HUMAN,P16471
                         ","Tue Aug 18 07:13:56 2020"
