"EnsemblID","proteinType","proteinSearched","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","convalescent","healthy1","healthy2","healthy3","healthy4","healthy5","healthy6","healthy7","healthy8","healthy9","healthy10","healthy11","healthy12","healthy13","healthy14","healthy15","healthy16","healthy17","moderate1","moderate2","moderate3","moderate4","severe1","severe2","severe3","severe4","severe5","severe6","severe7","severe8","ICU1","ICU2","ICU3","ICU4","healthy_mean","moderate_mean","severe_mean","ICU_mean","mod_health_foldChange","sevr_health_foldChange","ICU_health_foldChange","monotonicIncrease","monotonicDecrease"
"ENSG00000091831","ESR1","estrogen","This gene encodes an estrogen receptor, a ligand-activated transcription factor composed of several domains important for hormone binding, DNA binding, and activation of transcription. The protein localizes to the nucleus where it may form a homodimer or a heterodimer with estrogen receptor 2. Estrogen and its receptors are essential for sexual development and reproductive function, but also play a role in other tissues such as bone. Estrogen receptors are also involved in pathological processes including breast cancer, endometrial cancer, and osteoporosis. Alternative promoter usage and alternative splicing result in dozens of transcript variants, but the full-length nature of many of these variants has not been determined. [provided by RefSeq, Mar 2014]","                                            ESR1 (Estrogen Receptor 1) is a Protein Coding gene.                                            Diseases associated with ESR1 include Estrogen Resistance and Breast Cancer.                                            Among its related pathways are Estrogen signaling pathway and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and identical protein binding.                                            An important paralog of this gene is ESR2.","Nuclear hormone receptor. The steroid hormones and their receptors are involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Ligand-dependent nuclear transactivation involves either direct homodimer binding to a palindromic estrogen response element (ERE) sequence or association with other DNA-binding transcription factors, such as AP-1/c-Jun, c-Fos, ATF-2, Sp1 and Sp3, to mediate ERE-independent signaling. Ligand binding induces a conformational change allowing subsequent or combinatorial association with multiprotein coactivator complexes through LXXLL motifs of their respective components. Mutual transrepression occurs between the estrogen receptor (ER) and NF-kappa-B in a cell-type specific manner. Decreases NF-kappa-B DNA-binding activity and inhibits NF-kappa-B-mediated transcription from the IL6 promoter and displace RELA/p65 and associated coregulators from the promoter. Recruited to the NF-kappa-B response element of the CCL2 and IL8 promoters and can displace CREBBP. Present with NF-kappa-B components RELA/p65 and NFKB1/p50 on ERE sequences. Can also act synergistically with NF-kappa-B to activate transcription involving respective recruitment adjacent response elements; the function involves CREBBP. Can activate the transcriptional activity of TFF1. Also mediates membrane-initiated estrogen signaling involving various kinase cascades. Isoform 3 is involved in activation of NOS3 and endothelial nitric oxide production. Isoforms lacking one or several functional domains are thought to modulate transcriptional activity by competitive ligand or DNA binding and/or heterodimerization with the full-length receptor. Essential for MTA1-mediated transcriptional regulation of BRCA1 and BCAS3. Isoform 3 can bind to ERE and inhibit isoform 1.
                         ESR1_HUMAN,P03372
                         ",20,20,50,38,28,49,14,52,27,22,14,36,24,26,34,36,62,46,34,20,81,69,21,42,26,24,23,16,26,29,20,19,24,29,34,51,25.875,23,1.5,0.761029411764706,0.676470588235294,0,1
"ENSG00000091831","ESR1","progesterone","This gene encodes an estrogen receptor, a ligand-activated transcription factor composed of several domains important for hormone binding, DNA binding, and activation of transcription. The protein localizes to the nucleus where it may form a homodimer or a heterodimer with estrogen receptor 2. Estrogen and its receptors are essential for sexual development and reproductive function, but also play a role in other tissues such as bone. Estrogen receptors are also involved in pathological processes including breast cancer, endometrial cancer, and osteoporosis. Alternative promoter usage and alternative splicing result in dozens of transcript variants, but the full-length nature of many of these variants has not been determined. [provided by RefSeq, Mar 2014]","                                            ESR1 (Estrogen Receptor 1) is a Protein Coding gene.                                            Diseases associated with ESR1 include Estrogen Resistance and Breast Cancer.                                            Among its related pathways are Estrogen signaling pathway and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and identical protein binding.                                            An important paralog of this gene is ESR2.","Nuclear hormone receptor. The steroid hormones and their receptors are involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Ligand-dependent nuclear transactivation involves either direct homodimer binding to a palindromic estrogen response element (ERE) sequence or association with other DNA-binding transcription factors, such as AP-1/c-Jun, c-Fos, ATF-2, Sp1 and Sp3, to mediate ERE-independent signaling. Ligand binding induces a conformational change allowing subsequent or combinatorial association with multiprotein coactivator complexes through LXXLL motifs of their respective components. Mutual transrepression occurs between the estrogen receptor (ER) and NF-kappa-B in a cell-type specific manner. Decreases NF-kappa-B DNA-binding activity and inhibits NF-kappa-B-mediated transcription from the IL6 promoter and displace RELA/p65 and associated coregulators from the promoter. Recruited to the NF-kappa-B response element of the CCL2 and IL8 promoters and can displace CREBBP. Present with NF-kappa-B components RELA/p65 and NFKB1/p50 on ERE sequences. Can also act synergistically with NF-kappa-B to activate transcription involving respective recruitment adjacent response elements; the function involves CREBBP. Can activate the transcriptional activity of TFF1. Also mediates membrane-initiated estrogen signaling involving various kinase cascades. Isoform 3 is involved in activation of NOS3 and endothelial nitric oxide production. Isoforms lacking one or several functional domains are thought to modulate transcriptional activity by competitive ligand or DNA binding and/or heterodimerization with the full-length receptor. Essential for MTA1-mediated transcriptional regulation of BRCA1 and BCAS3. Isoform 3 can bind to ERE and inhibit isoform 1.
                         ESR1_HUMAN,P03372
                         ",20,20,50,38,28,49,14,52,27,22,14,36,24,26,34,36,62,46,34,20,81,69,21,42,26,24,23,16,26,29,20,19,24,29,34,51,25.875,23,1.5,0.761029411764706,0.676470588235294,0,1
"ENSG00000100170","SLC5A1","glucose","This gene encodes a member of the sodium-dependent glucose transporter (SGLT) family. The encoded integral membrane protein is the primary mediator of dietary glucose and galactose uptake from the intestinal lumen. Mutations in this gene have been associated with glucose-galactose malabsorption. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jan 2012]","                                            SLC5A1 (Solute Carrier Family 5 Member 1) is a Protein Coding gene.                                            Diseases associated with SLC5A1 include Glucose/Galactose Malabsorption and Renal Glucosuria.                                            Among its related pathways are NRF2 pathway and Mineral absorption.                                            Gene Ontology (GO) annotations related to this gene include transporter activity and glucose:sodium symporter activity.                                            An important paralog of this gene is SLC5A4.","Actively transports glucose into cells by Na(+) cotransport with a Na(+) to glucose coupling ratio of 2:1. Efficient substrate transport in mammalian kidney is provided by the concerted action of a low affinity high capacity and a high affinity low capacity Na(+)/glucose cotransporter arranged in series along kidney proximal tubules.
                         SC5A1_HUMAN,P13866
                         ",1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,1,0,2,0,1,0,0,3,1,1,0,4,4,0,0.294117647058824,1.25,1,2,4.25,3.4,6.8,0,0
"ENSG00000101856","PGRMC1","progesterone","This gene encodes a putative membrane-associated progesterone steroid receptor. The protein is expressed predominantly in the liver and kidney. [provided by RefSeq, Mar 2010]","                                            PGRMC1 (Progesterone Receptor Membrane Component 1) is a Protein Coding gene.                                            Diseases associated with PGRMC1 include Preterm Premature Rupture Of The Membranes and Placental Choriocarcinoma.                                            Among its related pathways are Innate Immune System and Glucose / Energy Metabolism.                                            Gene Ontology (GO) annotations related to this gene include heme binding and steroid binding.                                            An important paralog of this gene is PGRMC2.","Component of a progesterone-binding protein complex (PubMed:28396637). Binds progesterone (PubMed:25675345). Has many reported cellular functions (heme homeostasis, interaction with CYPs). Required for the maintenance of uterine histoarchitecture and normal female reproductive lifespan (By similarity). Intracellular heme chaperone. Regulates heme synthesis via interactions with FECH and acts as a heme donor for at least some hemoproteins (PubMed:27599036).
                         PGRC1_HUMAN,O00264
                         ",473,454,544,467,584,723,811,544,437,376,634,621,465,566,505,409,510,600,672,767,1091,435,613,769,492,595,953,1266,1064,679,662,1519,1918,1443,544.117647058824,741.25,803.875,1385.5,1.3622972972973,1.47739189189189,2.54632432432432,1,0
"ENSG00000102158","MAGT1","magnesium","This gene encodes a ubiquitously expressed magnesium cation transporter protein that localizes to the cell membrane. This protein also associates with N-oligosaccharyl transferase and therefore may have a role in N-glycosylation. Mutations in this gene cause a form of X-linked intellectual disability (XLID). This gene may have multiple in-frame translation initiation sites, one of which would encode a shorter protein with an N-terminus containing a signal peptide at amino acids 1-29. [provided by RefSeq, Jul 2017]","                                            MAGT1 (Magnesium Transporter 1) is a Protein Coding gene.                                            Diseases associated with MAGT1 include Immunodeficiency, X-Linked, With Magnesium Defect, Epstein-Barr Virus Infection, And Neoplasia and Congenital Disorder Of Glycosylation, Type Icc.                                            Among its related pathways are Transport to the Golgi and subsequent modification and Metabolism of proteins.                                            Gene Ontology (GO) annotations related to this gene include magnesium ion transmembrane transporter activity.                                            An important paralog of this gene is TUSC3.","Acts as accessory component of the N-oligosaccharyl transferase (OST) complex which catalyzes the transfer of a high mannose oligosaccharide from a lipid-linked oligosaccharide donor to an asparagine residue within an Asn-X-Ser/Thr consensus motif in nascent polypeptide chains. Involved in N-glycosylation of STT3B-dependent substrates. Specifically required for the glycosylation of a subset of acceptor sites that are near cysteine residues; in this function seems to act redundantly with TUSC3. In its oxidized form proposed to form transient mixed disulfides with a glycoprotein substrate to facilitate access of STT3B to the unmodified acceptor site. Has also oxidoreductase-independent functions in the STT3B-containing OST complex possibly involving substrate recognition.
                         MAGT1_HUMAN,Q9H0U3
                         ",1313,1182,1145,1359,1233,1875,1669,1358,1194,1309,1895,1301,1413,1056,1423,1301,1421,1402,1011,993,2049,1049,1047,2234,1195,1467,1382,1312,1674,987,1143,980,942,1272,1384.47058823529,1275.5,1412.25,1084.25,0.921290788579198,1.0200650067981,0.783151342624065,0,0
"ENSG00000102174","PHEX","vitamin-d","The protein encoded by this gene is a transmembrane endopeptidase that belongs to the type II integral membrane zinc-dependent endopeptidase family. The protein is thought to be involved in bone and dentin mineralization and renal phosphate reabsorption. Mutations in this gene cause X-linked hypophosphatemic rickets. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2013]","                                            PHEX (Phosphate Regulating Endopeptidase Homolog X-Linked) is a Protein Coding gene.                                            Diseases associated with PHEX include Hypophosphatemic Rickets, X-Linked Dominant and Hypophosphatemic Rickets, X-Linked Recessive.                                                                                        Gene Ontology (GO) annotations related to this gene include metalloendopeptidase activity and aminopeptidase activity.                                            An important paralog of this gene is MMEL1.","Peptidase that cleaves SIBLING (small integrin-binding ligand, N-linked glycoprotein)-derived ASARM peptides, thus regulating their biological activity (PubMed:9593714, PubMed:15664000, PubMed:18162525, PubMed:18597632). Cleaves ASARM peptides between Ser and Glu or Asp residues (PubMed:18597632). Regulates osteogenic cell differentiation and bone mineralization through the cleavage of the MEPE-derived ASARM peptide (PubMed:18597632). Promotes dentin mineralization and renal phosphate reabsorption by cleaving DMP1- and MEPE-derived ASARM peptides (PubMed:18597632, PubMed:18162525). Inhibits the cleavage of MEPE by CTSB/cathepsin B thus preventing MEPE degradation (PubMed:12220505).
                         PHEX_HUMAN,P78562
                         ",24,17,25,27,9,44,88,15,29,38,23,248,10,10,43,40,5,25,14,6,8,10,11,6,2,3,47,12,7,8,13,9,30,9,40.9411764705882,9.5,12,15.25,0.232040229885057,0.293103448275862,0.372485632183908,1,0
"ENSG00000104044","OCA2","melanin","This gene encodes the human homolog of the mouse p (pink-eyed dilution) gene. The encoded protein is believed to be an integral membrane protein involved in small molecule transport, specifically tyrosine, which is a precursor to melanin synthesis. It is involved in mammalian pigmentation, where it may control skin color variation and act as a determinant of brown or blue eye color. Mutations in this gene result in type 2 oculocutaneous albinism. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2014]","                                            OCA2 (OCA2 Melanosomal Transmembrane Protein) is a Protein Coding gene.                                            Diseases associated with OCA2 include Albinism, Oculocutaneous, Type Ii and Skin/Hair/Eye Pigmentation, Variation In, 1.                                            Among its related pathways are Viral mRNA Translation and Metabolism.                                            Gene Ontology (GO) annotations related to this gene include transporter activity and L-tyrosine transmembrane transporter activity.                                            An important paralog of this gene is SLC13A2.","Could be involved in the transport of tyrosine, the precursor to melanin synthesis, within the melanocyte. Regulates the pH of melanosome and the melanosome maturation. One of the components of the mammalian pigmentary system. Seems to regulate the post-translational processing of tyrosinase, which catalyzes the limiting reaction in melanin synthesis. May serve as a key control point at which ethnic skin color variation is determined. Major determinant of brown and/or blue eye color.
                         P_HUMAN,Q04671
                         ",2,0,3,1,0,2,0,2,4,3,2,0,3,3,2,1,4,4,1,0,4,1,4,2,1,1,0,2,2,27,0,5,3,1,2,1.5,4.875,2.25,0.75,2.4375,1.125,0,0
"ENSG00000107165","TYRP1","melanin","This gene encodes a melanosomal enzyme that belongs to the tyrosinase family and plays an important role in the melanin biosynthetic pathway. Defects in this gene are the cause of rufous oculocutaneous albinism and oculocutaneous albinism type III. [provided by RefSeq, Mar 2009]","                                            TYRP1 (Tyrosinase Related Protein 1) is a Protein Coding gene.                                            Diseases associated with TYRP1 include Albinism, Oculocutaneous, Type Iii and Skin/Hair/Eye Pigmentation, Variation In, 11.                                            Among its related pathways are Aldosterone synthesis and secretion and Viral mRNA Translation.                                            Gene Ontology (GO) annotations related to this gene include protein homodimerization activity and oxidoreductase activity.                                            An important paralog of this gene is DCT.","Plays a role in melanin biosynthesis (PubMed:22556244, PubMed:16704458). Catalyzes the oxidation of 5,6-dihydroxyindole-2-carboxylic acid (DHICA) into indole-5,6-quinone-2-carboxylic acid in the presence of bound Cu(2+) ions, but not in the presence of Zn(2+) (PubMed:28661582). May regulate or influence the type of melanin synthesized (PubMed:22556244, PubMed:16704458). Also to a lower extent, capable of hydroxylating tyrosine and producing melanin (By similarity).
                         TYRP1_HUMAN,P17643
                         ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,0,0,0,1,1,0,0,1,4,0,0.117647058823529,1,0.5,1.25,8.5,4.25,10.625,0,0
"ENSG00000110680","CALCA","calcitonine","This gene encodes the peptide hormones calcitonin, calcitonin gene-related peptide and katacalcin by tissue-specific alternative RNA splicing of the gene transcripts and cleavage of inactive precursor proteins. Calcitonin is involved in calcium regulation and acts to regulate phosphorus metabolism. Calcitonin gene-related peptide functions as a vasodilator and as an antimicrobial peptide while katacalcin is a calcium-lowering peptide. Multiple transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Aug 2014]","                                            CALCA (Calcitonin Related Polypeptide Alpha) is a Protein Coding gene.                                            Diseases associated with CALCA include Reflex Sympathetic Dystrophy and Spinal Stenosis.                                            Among its related pathways are Neuroscience and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding.                                            An important paralog of this gene is CALCB.","CGRP induces vasodilation. It dilates a variety of vessels including the coronary, cerebral and systemic vasculature. Its abundance in the CNS also points toward a neurotransmitter or neuromodulator role. It also elevates platelet cAMP.
                         CALCA_HUMAN,P06881
                         ",0,0,0,0,0,0,0,3,1,0,0,1,2,1,0,2,1,3,0,0,2,3,1,0,1,0,0,0,1,1,1,2,4,0,0.823529411764706,1.25,0.5,1.75,1.51785714285714,0.607142857142857,2.125,0,0
"ENSG00000110911","SLC11A2","iron","This gene encodes a member of the solute carrier family 11 protein family. The product of this gene transports divalent metals and is involved in iron absorption. Mutations in this gene are associated with hypochromic microcytic anemia with iron overload. A related solute carrier family 11 protein gene is located on chromosome 2. Multiple transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Apr 2010]","                                            SLC11A2 (Solute Carrier Family 11 Member 2) is a Protein Coding gene.                                            Diseases associated with SLC11A2 include Anemia, Hypochromic Microcytic, With Iron Overload 1 and Hypochromic Microcytic Anemia.                                            Among its related pathways are Lysosome and Copper homeostasis.                                            Gene Ontology (GO) annotations related to this gene include transporter activity and copper ion binding.                                            An important paralog of this gene is SLC11A1.","Important in metal transport, in particular iron. Can also transport manganese, cobalt, cadmium, nickel, vanadium and lead. Involved in apical iron uptake into duodenal enterocytes. Involved in iron transport from acidified endosomes into the cytoplasm of erythroid precursor cells. May play an important role in hepatic iron accumulation and tissue iron distribution. May serve to import iron into the mitochondria.
                         NRAM2_HUMAN,P49281
                         ",889,959,958,1140,1033,1212,1208,996,793,1010,1343,1103,977,966,1208,1215,894,1188,586,512,1053,697,610,940,533,653,622,606,1136,638,566,653,528,779,1070.76470588235,712,717.25,631.5,0.664945338680437,0.669848376641213,0.589765423281877,0,0
"ENSG00000111012","CYP27B1","vitamin-d","This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. The protein encoded by this gene localizes to the inner mitochondrial membrane where it hydroxylates 25-hydroxyvitamin D3 at the 1alpha position. This reaction synthesizes 1alpha,25-dihydroxyvitamin D3, the active form of vitamin D3, which binds to the vitamin D receptor and regulates calcium metabolism. Thus this enzyme regulates the level of biologically active vitamin D and plays an important role in calcium homeostasis. Mutations in this gene can result in vitamin D-dependent rickets type I. [provided by RefSeq, Jul 2008]","                                            CYP27B1 (Cytochrome P450 Family 27 Subfamily B Member 1) is a Protein Coding gene.                                            Diseases associated with CYP27B1 include Vitamin D Hydroxylation-Deficient Rickets, Type 1A and Hypocalcemic Vitamin D-Dependent Rickets.                                            Among its related pathways are Cytochrome P450 - arranged by substrate type and Tuberculosis.                                            Gene Ontology (GO) annotations related to this gene include iron ion binding and oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen.                                            An important paralog of this gene is CYP27A1.","A cytochrome P450 monooxygenase involved in vitamin D metabolism and in calcium and phosphorus homeostasis. Catalyzes the rate-limiting step in the activation of vitamin D in the kidney, namely the hydroxylation of 25-hydroxyvitamin D3/calcidiol at the C1alpha-position to form the hormonally active form of vitamin D3, 1alpha,25-dihydroxyvitamin D3/calcitriol that acts via the vitamin D receptor (VDR) (PubMed:10518789, PubMed:9486994, PubMed:22862690, PubMed:10566658, PubMed:12050193). Has 1alpha-hydroxylase activity on vitamin D intermediates of the CYP24A1-mediated inactivation pathway (PubMed:10518789, PubMed:22862690). Converts 24R,25-dihydroxyvitamin D3/secalciferol to 1-alpha,24,25-trihydroxyvitamin D3, an active ligand of VDR. Also active on 25-hydroxyvitamin D2 (PubMed:10518789). Mechanistically, uses molecular oxygen inserting one oxygen atom into a substrate, and reducing the second into a water molecule, with two electrons provided by NADPH via FDXR/adrenodoxin reductase and FDX1/adrenodoxin (PubMed:22862690).
                         CP27B_HUMAN,O15528
                         ",11,13,16,2,9,14,11,4,1,8,5,9,4,5,11,12,4,6,5,6,12,15,3,19,13,0,4,7,9,27,11,15,1,7,7.88235294117647,9.5,10.25,8.5,1.20522388059701,1.30037313432836,1.07835820895522,0,0
"ENSG00000111424","VDR","vitamin-d","This gene encodes vitamin D3 receptor, which is a member of the nuclear hormone receptor superfamily of ligand-inducible transcription factors. This receptor also functions as a receptor for the secondary bile acid, lithocholic acid. Downstream targets of vitamin D3 receptor are principally involved in mineral metabolism, though this receptor regulates a variety of other metabolic pathways, such as those involved in immune response and cancer. Mutations in this gene are associated with type II vitamin D-resistant rickets. A single nucleotide polymorphism in the initiation codon results in an alternate translation start site three codons downstream. Alternatively spliced transcript variants encoding different isoforms have been described for this gene. A recent study provided evidence for translational readthrough in this gene, and expression of an additional C-terminally extended isoform via the use of an alternative in-frame translation termination codon. [provided by RefSeq, Jun 2018]","                                            VDR (Vitamin D Receptor) is a Protein Coding gene.                                            Diseases associated with VDR include Vitamin D-Dependent Rickets, Type 2A and Rickets.                                            Among its related pathways are Development_Hedgehog and PTH signaling pathways in bone and cartilage development and Tuberculosis.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and steroid hormone receptor activity.                                            An important paralog of this gene is NR1I2.","Nuclear receptor for calcitriol, the active form of vitamin D3 which mediates the action of this vitamin on cells (PubMed:28698609, PubMed:16913708, PubMed:15728261, PubMed:10678179). Enters the nucleus upon vitamin D3 binding where it forms heterodimers with the retinoid X receptor/RXR (PubMed:28698609). The VDR-RXR heterodimers bind to specific response elements on DNA and activate the transcription of vitamin D3-responsive target genes (PubMed:28698609). Plays a central role in calcium homeostasis (By similarity).
                         VDR_HUMAN,P11473
                         ",539,592,437,303,365,658,846,471,502,422,458,488,373,361,334,368,318,330,188,421,469,360,415,400,335,623,670,493,398,376,708,639,701,424,448.588235294118,359.5,463.75,618,0.801403094676108,1.03379884605298,1.37765538945712,1,0
"ENSG00000111424","VDR","vitamin-c","This gene encodes vitamin D3 receptor, which is a member of the nuclear hormone receptor superfamily of ligand-inducible transcription factors. This receptor also functions as a receptor for the secondary bile acid, lithocholic acid. Downstream targets of vitamin D3 receptor are principally involved in mineral metabolism, though this receptor regulates a variety of other metabolic pathways, such as those involved in immune response and cancer. Mutations in this gene are associated with type II vitamin D-resistant rickets. A single nucleotide polymorphism in the initiation codon results in an alternate translation start site three codons downstream. Alternatively spliced transcript variants encoding different isoforms have been described for this gene. A recent study provided evidence for translational readthrough in this gene, and expression of an additional C-terminally extended isoform via the use of an alternative in-frame translation termination codon. [provided by RefSeq, Jun 2018]","                                            VDR (Vitamin D Receptor) is a Protein Coding gene.                                            Diseases associated with VDR include Vitamin D-Dependent Rickets, Type 2A and Rickets.                                            Among its related pathways are Development_Hedgehog and PTH signaling pathways in bone and cartilage development and Tuberculosis.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and steroid hormone receptor activity.                                            An important paralog of this gene is NR1I2.","Nuclear receptor for calcitriol, the active form of vitamin D3 which mediates the action of this vitamin on cells (PubMed:28698609, PubMed:16913708, PubMed:15728261, PubMed:10678179). Enters the nucleus upon vitamin D3 binding where it forms heterodimers with the retinoid X receptor/RXR (PubMed:28698609). The VDR-RXR heterodimers bind to specific response elements on DNA and activate the transcription of vitamin D3-responsive target genes (PubMed:28698609). Plays a central role in calcium homeostasis (By similarity).
                         VDR_HUMAN,P11473
                         ",539,592,437,303,365,658,846,471,502,422,458,488,373,361,334,368,318,330,188,421,469,360,415,400,335,623,670,493,398,376,708,639,701,424,448.588235294118,359.5,463.75,618,0.801403094676108,1.03379884605298,1.37765538945712,1,0
"ENSG00000112164","GLP1R","glucagon","This gene encodes a 7-transmembrane protein that functions as a receptor for glucagon-like peptide 1 (GLP-1) hormone, which stimulates glucose-induced insulin secretion. This receptor, which functions at the cell surface, becomes internalized in response to GLP-1 and GLP-1 analogs, and it plays an important role in the signaling cascades leading to insulin secretion. It also displays neuroprotective effects in animal models. Polymorphisms in this gene are associated with diabetes. The protein is an important drug target for the treatment of type 2 diabetes and stroke. Alternative splicing of this gene results in multiple transcript variants. [provided by RefSeq, Apr 2016]","                                            GLP1R (Glucagon Like Peptide 1 Receptor) is a Protein Coding gene.                                            Diseases associated with GLP1R include Insulinoma and Hyperglycemia.                                            Among its related pathways are Integration of energy metabolism and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and glucagon receptor activity.                                            An important paralog of this gene is GCGR.","G-protein coupled receptor for glucagon-like peptide 1 (GLP-1) (PubMed:8405712, PubMed:8216285, PubMed:7517895, PubMed:19861722, PubMed:26308095, PubMed:27196125, PubMed:28514449). Ligand binding triggers activation of a signaling cascade that leads to the activation of adenylyl cyclase and increased intracellular cAMP levels (PubMed:8405712, PubMed:8216285, PubMed:7517895, PubMed:19861722, PubMed:26308095, PubMed:27196125, PubMed:28514449). Plays a role in regulating insulin secretion in response to GLP-1 (By similarity).
                         GLP1R_HUMAN,P43220
                         ",2,3,1,1,1,9,0,0,8,0,0,0,8,0,1,2,0,0,3,5,10,3,4,15,5,3,13,0,3,5,3,8,10,0,2,5.25,6,5.25,2.625,3,2.625,0,0
"ENSG00000113494","PRLR","prolactin","This gene encodes a receptor for the anterior pituitary hormone, prolactin, and belongs to the type I cytokine receptor family. Prolactin-dependent signaling occurs as the result of ligand-induced dimerization of the prolactin receptor. Several alternatively spliced transcript variants encoding different membrane-bound and soluble isoforms have been described for this gene, which may function to modulate the endocrine and autocrine effects of prolactin in normal tissue and cancer. [provided by RefSeq, Feb 2011]","                                            PRLR (Prolactin Receptor) is a Protein Coding gene.                                            Diseases associated with PRLR include Hyperprolactinemia and Multiple Fibroadenomas Of The Breast.                                            Among its related pathways are Prolactin Signaling Pathway and PEDF Induced Signaling.                                            Gene Ontology (GO) annotations related to this gene include protein homodimerization activity and peptide hormone binding.                                            An important paralog of this gene is GHR.","This is a receptor for the anterior pituitary hormone prolactin (PRL). Acts as a prosurvival factor for spermatozoa by inhibiting sperm capacitation through suppression of SRC kinase activation and stimulation of AKT. Isoform 4 is unable to transduce prolactin signaling. Isoform 6 is unable to transduce prolactin signaling.
                         PRLR_HUMAN,P16471
                         ",72,50,28,50,28,27,56,44,54,21,36,46,68,34,61,42,34,33,49,43,26,5,10,21,20,36,20,18,36,11,4,16,20,5,41.8823529411765,30.75,21.5,11.25,0.734199438202247,0.513342696629214,0.268609550561798,0,1
"ENSG00000113946","CLDN16","magnesium","Tight junctions represent one mode of cell-to-cell adhesion in epithelial or endothelial cell sheets, forming continuous seals around cells and serving as a physical barrier to prevent solutes and water from passing freely through the paracellular space. These junctions are comprised of sets of continuous networking strands in the outwardly facing cytoplasmic leaflet, with complementary grooves in the inwardly facing extracytoplasmic leaflet. The protein encoded by this gene, a member of the claudin family, is an integral membrane protein and a component of tight junction strands. It is found primarily in the kidneys, specifically in the thick ascending limb of Henle, where it acts as either an intercellular pore or ion concentration sensor to regulate the paracellular resorption of magnesium ions. Defects in this gene are a cause of primary hypomagnesemia, which is characterized by massive renal magnesium wasting with hypomagnesemia and hypercalciuria, resulting in nephrocalcinosis and renal failure. This gene and the CLDN1 gene are clustered on chromosome 3q28. [provided by RefSeq, Jun 2010]","                                            CLDN16 (Claudin 16) is a Protein Coding gene.                                            Diseases associated with CLDN16 include Hypomagnesemia 3, Renal and Primary Hypomagnesemia.                                            Among its related pathways are Blood-Brain Barrier and Immune Cell Transmigration: VCAM-1/CD106 Signaling and Pathogenic Escherichia coli infection.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and magnesium ion transmembrane transporter activity.                                            An important paralog of this gene is CLDN9.","Plays a major role in tight junction-specific obliteration of the intercellular space, through calcium-independent cell-adhesion activity. Involved in paracellular magnesium reabsorption. Required for a selective paracellular conductance. May form, alone or in partnership with other constituents, an intercellular pore permitting paracellular passage of magnesium and calcium ions down their electrochemical gradients. Alternatively, it could be a sensor of magnesium concentration that could alter paracellular permeability mediated by other factors.
                         CLD16_HUMAN,Q9Y5I7
                         ",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,3,4,1,0.176470588235294,1,0.25,2,5.66666666666667,1.41666666666667,11.3333333333333,0,0
