"proteinType","category","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate","ctrl_mean","trt_mean","mal_ctrl_mean","fem_ctrl_mean","mal_trt_mean","fem_trt_mean","less50_ctrl_mean","great50_ctrl_mean","less50_trt_mean","great50_trt_mean","trt_ctrl_FoldChange","fem_trt_ctrl_FoldChange","mal_trt_ctrl_FoldChange","fem_mal_trt_FoldChange","fem_mal_ctrl_FoldChange","less50_trt_ctrl_FoldChange","great50_trt_ctrl_FoldChange"
"CCR6","rheumatoid-arthritis","This gene encodes a member of the beta chemokine receptor family, which is predicted to be a seven transmembrane protein similar to G protein-coupled receptors. The gene is preferentially expressed by immature dendritic cells and memory T cells. The ligand of this receptor is macrophage inflammatory protein 3 alpha (MIP-3 alpha). This receptor has been shown to be important for B-lineage maturation and antigen-driven B-cell differentiation, and it may regulate the migration and recruitment of dentritic and T cells during inflammatory and immunological responses. Alternatively spliced transcript variants that encode the same protein have been described for this gene. [provided by RefSeq, Jul 2008]","                                            CCR6 (C-C Motif Chemokine Receptor 6) is a Protein Coding gene.                                            Diseases associated with CCR6 include Limited Scleroderma and Immune System Disease.                                            Among its related pathways are Signaling by GPCR and Defensins.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and chemokine receptor activity.                                            An important paralog of this gene is CCR7.","Receptor for the C-C type chemokine CCL20 (PubMed:9169459). Binds to CCL20 and subsequently transduces a signal by increasing the intracellular calcium ion levels (PubMed:20068036). Although CCL20 is its major ligand it can also act as a receptor for non-chemokine ligands such as beta-defensins (PubMed:25585877). Binds to defensin DEFB1 leading to increase in intracellular calcium ions and cAMP levels. Its binding to DEFB1 is essential for the function of DEFB1 in regulating sperm motility and bactericidal activity (PubMed:25122636). Binds to defensins DEFB4 and DEFB4A/B and mediates their chemotactic effects (PubMed:20068036). The ligand-receptor pair CCL20-CCR6 is responsible for the chemotaxis of dendritic cells (DC), effector/ memory T-cells and B-cells and plays an important role at skin and mucosal surfaces under homeostatic and inflammatory conditions, as well as in pathology, including cancer and various autoimmune diseases. CCR6-mediated signals are essential for immune responses to microbes in the intestinal mucosa and in the modulation of inflammatory responses initiated by tissue insult and trauma (PubMed:21376174). CCR6 is essential for the recruitment of both the proinflammatory IL17 producing helper T-cells (Th17) and the regulatory T-cells (Treg) to sites of inflammation. Required for the normal migration of Th17 cells in Peyers-patches and other related tissue sites of the intestine and plays a role in regulating effector T-cell balance and distribution in inflamed intestine. Plays an important role in the coordination of early thymocyte precursor migration events important for normal subsequent thymocyte precursor development, but is not required for the formation of normal thymic natural regulatory T-cells (nTregs). Required for optimal differentiation of DN2 and DN3 thymocyte precursors. Essential for B-cell localization in the subepithelial dome of Peyers-patches and for efficient B-cell isotype switching to IgA in the Peyers-patches. Essential for appropriate anatomical distribution of memory B-cells in the spleen and for the secondary recall response of memory B-cells (By similarity). Positively regulates sperm motility and chemotaxis via its binding to CCL20 (PubMed:23765988).
                         CCR6_HUMAN,P51684
                         ","Fri Aug 07 08:21:36 2020",27.4473684210526,27.1578947368421,32.3333333333333,26.53125,18.6666666666667,28.75,25.9,28,25.1,27.8928571428571,0.989453499520614,1.08362779740872,0.577319587628866,1.54017857142857,0.82055412371134,0.969111969111969,0.996173469387755
"CD19","immunity","Lymphocytes proliferate and differentiate in response to various concentrations of different antigens. The ability of the B cell to respond in a specific, yet sensitive manner to the various antigens is achieved with the use of low-affinity antigen receptors. This gene encodes a cell surface molecule which assembles with the antigen receptor of B lymphocytes in order to decrease the threshold for antigen receptor-dependent stimulation. [provided by RefSeq, Jul 2008]","                                            CD19 (CD19 Molecule) is a Protein Coding gene.                                            Diseases associated with CD19 include Immunodeficiency, Common Variable, 3 and Common Variable Immunodeficiency.                                            Among its related pathways are RET signaling and B cell receptor signaling pathway (KEGG).                                            Gene Ontology (GO) annotations related to this gene include obsolete signal transducer activity, downstream of receptor.                                            ","Functions as coreceptor for the B-cell antigen receptor complex (BCR) on B-lymphocytes. Decreases the threshold for activation of downstream signaling pathways and for triggering B-cell responses to antigens (PubMed:2463100, PubMed:1373518, PubMed:16672701). Activates signaling pathways that lead to the activation of phosphatidylinositol 3-kinase and the mobilization of intracellular Ca(2+) stores (PubMed:9382888, PubMed:9317126, PubMed:12387743, PubMed:16672701). Is not required for early steps during B cell differentiation in the blood marrow (PubMed:9317126). Required for normal differentiation of B-1 cells (By similarity). Required for normal B cell differentiation and proliferation in response to antigen challenges (PubMed:2463100, PubMed:1373518). Required for normal levels of serum immunoglobulins, and for production of high-affinity antibodies in response to antigen challenge (PubMed:9317126, PubMed:12387743, PubMed:16672701).
                         CD19_HUMAN,P15391
                         ","Fri Aug 07 08:20:52 2020",107.236842105263,112.210526315789,143.166666666667,100.5,109,112.8125,101.8,109.178571428571,113.8,111.642857142857,1.04638036809816,1.12251243781095,0.761350407450524,1.03497706422018,0.70197904540163,1.11787819253438,1.02257114818449
"CD40","immunity","This gene is a member of the TNF-receptor superfamily. The encoded protein is a receptor on antigen-presenting cells of the immune system and is essential for mediating a broad variety of immune and inflammatory responses including T cell-dependent immunoglobulin class switching, memory B cell development, and germinal center formation. AT-hook transcription factor AKNA is reported to coordinately regulate the expression of this receptor and its ligand, which may be important for homotypic cell interactions. Adaptor protein TNFR2 interacts with this receptor and serves as a mediator of the signal transduction. The interaction of this receptor and its ligand is found to be necessary for amyloid-beta-induced microglial activation, and thus is thought to be an early event in Alzheimer disease pathogenesis. Mutations affecting this gene are the cause of autosomal recessive hyper-IgM immunodeficiency type 3 (HIGM3). Multiple alternatively spliced transcript variants of this gene encoding distinct isoforms have been reported. [provided by RefSeq, Nov 2014]","                                            CD40 (CD40 Molecule) is a Protein Coding gene.                                            Diseases associated with CD40 include Immunodeficiency With Hyper-Igm, Type 3 and Immunodeficiency With Hyper-Igm, Type 1.                                            Among its related pathways are Transcriptional misregulation in cancer and NF-KappaB Family Pathway.                                            Gene Ontology (GO) annotations related to this gene include enzyme binding.                                            An important paralog of this gene is TNFRSF11A.","Receptor for TNFSF5/CD40LG (PubMed:31331973). Transduces TRAF6- and MAP3K8-mediated signals that activate ERK in macrophages and B cells, leading to induction of immunoglobulin secretion (By similarity).
                         TNR5_HUMAN,P25942
                         ","Fri Aug 07 08:20:50 2020",123.578947368421,128.842105263158,120.666666666667,124.125,109.5,132.46875,123.7,123.535714285714,119.2,132.285714285714,1.04258943781942,1.06722054380665,0.907458563535912,1.2097602739726,1.02866022099448,0.963621665319321,1.07082971957213
"CD40LG","immunity","The protein encoded by this gene is expressed on the surface of T cells. It regulates B cell function by engaging CD40 on the B cell surface. A defect in this gene results in an inability to undergo immunoglobulin class switch and is associated with hyper-IgM syndrome. [provided by RefSeq, Jul 2008]","                                            CD40LG (CD40 Ligand) is a Protein Coding gene.                                            Diseases associated with CD40LG include Immunodeficiency With Hyper-Igm, Type 1 and Toxoplasmosis.                                            Among its related pathways are NF-KappaB Family Pathway and PEDF Induced Signaling.                                            Gene Ontology (GO) annotations related to this gene include cytokine activity and CD40 receptor binding.                                            An important paralog of this gene is TNFSF10.","Cytokine that acts as a ligand to CD40/TNFRSF5 (PubMed:1280226, PubMed:31331973). Costimulates T-cell proliferation and cytokine production (PubMed:8617933). Its cross-linking on T-cells generates a costimulatory signal which enhances the production of IL4 and IL10 in conjunction with the TCR/CD3 ligation and CD28 costimulation (PubMed:8617933). Induces the activation of NF-kappa-B (PubMed:15067037, PubMed:31331973). Induces the activation of kinases MAPK8 and PAK2 in T-cells (PubMed:15067037). Induces tyrosine phosphorylation of isoform 3 of CD28 (PubMed:15067037). Mediates B-cell proliferation in the absence of co-stimulus as well as IgE production in the presence of IL4 (By similarity). Involved in immunoglobulin class switching (By similarity).
                         CD40L_HUMAN,P29965
                         ","Fri Aug 07 08:20:38 2020",183.105263157895,190.368421052632,206,178.8125,159.166666666667,196.21875,155.4,193,166.8,198.785714285714,1.03966657085369,1.09734358615869,0.772653721682848,1.23278795811518,0.868021844660194,1.07335907335907,1.0299777942265
"CD79A","immunity","The B lymphocyte antigen receptor is a multimeric complex that includes the antigen-specific component, surface immunoglobulin (Ig). Surface Ig non-covalently associates with two other proteins, Ig-alpha and Ig-beta, which are necessary for expression and function of the B-cell antigen receptor. This gene encodes the Ig-alpha protein of the B-cell antigen component. Alternatively spliced transcript variants encoding different isoforms have been described. [provided by RefSeq, Jul 2008]","                                            CD79A (CD79a Molecule) is a Protein Coding gene.                                            Diseases associated with CD79A include Agammaglobulinemia 3, Autosomal Recessive and Agammaglobulinemia, Non-Bruton Type.                                            Among its related pathways are B cell receptor signaling pathway (KEGG) and Antigen activates B Cell Receptor (BCR) leading to generation of second messengers.                                            Gene Ontology (GO) annotations related to this gene include transmembrane signaling receptor activity.                                            An important paralog of this gene is CD79B.","Required in cooperation with CD79B for initiation of the signal transduction cascade activated by binding of antigen to the B-cell antigen receptor complex (BCR) which leads to internalization of the complex, trafficking to late endosomes and antigen presentation. Also required for BCR surface expression and for efficient differentiation of pro- and pre-B-cells. Stimulates SYK autophosphorylation and activation. Binds to BLNK, bringing BLNK into proximity with SYK and allowing SYK to phosphorylate BLNK. Also interacts with and increases activity of some Src-family tyrosine kinases. Represses BCR signaling during development of immature B-cells.
                         CD79A_HUMAN,P11912
                         ","Fri Aug 07 08:20:47 2020",479.315789473684,494.710526315789,561.833333333333,463.84375,383.5,515.5625,530.4,461.071428571429,535,480.321428571429,1.03211815087295,1.11150037054504,0.682586769504598,1.34436114732725,0.825589587659448,1.00867269984917,1.041750580945
"CIITA","rheumatoid-arthritis","This gene encodes a protein with an acidic transcriptional activation domain, 4 LRRs (leucine-rich repeats) and a GTP binding domain. The protein is located in the nucleus and acts as a positive regulator of class II major histocompatibility complex gene transcription, and is referred to as the ""master control factor"" for the expression of these genes. The protein also binds GTP and uses GTP binding to facilitate its own transport into the nucleus. Once in the nucleus it does not bind DNA but rather uses an intrinsic acetyltransferase (AT) activity to act in a coactivator-like fashion. Mutations in this gene have been associated with bare lymphocyte syndrome type II (also known as hereditary MHC class II deficiency or HLA class II-deficient combined immunodeficiency), increased susceptibility to rheumatoid arthritis, multiple sclerosis, and possibly myocardial infarction. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2013]","                                            CIITA (Class II Major Histocompatibility Complex Transactivator) is a Protein Coding gene.                                            Diseases associated with CIITA include Bare Lymphocyte Syndrome, Type Ii and Rheumatoid Arthritis.                                            Among its related pathways are Tuberculosis and Interferon gamma signaling.                                            Gene Ontology (GO) annotations related to this gene include GTP binding.                                            An important paralog of this gene is NLRP1.","Essential for transcriptional activity of the HLA class II promoter; activation is via the proximal promoter. No DNA binding of in vitro translated CIITA was detected. May act in a coactivator-like fashion through protein-protein interactions by contacting factors binding to the proximal MHC class II promoter, to elements of the transcription machinery, or both. Alternatively it may activate HLA class II transcription by modifying proteins that bind to the MHC class II promoter. Also mediates enhanced MHC class I transcription; the promoter element requirements for CIITA-mediated transcription are distinct from those of constitutive MHC class I transcription, and CIITA can functionally replace TAF1 at these genes. Exhibits intrinsic GTP-stimulated acetyltransferase activity. Exhibits serine/threonine protein kinase activity: can phosphorylate the TFIID component TAF7, the RAP74 subunit of the general transcription factor TFIIF, histone H2B at 'Ser-37' and other histones (in vitro).
                         C2TA_HUMAN,P33076
                         ","Fri Aug 07 08:21:40 2020",2777.36842105263,2862.42105263158,3102.83333333333,2716.34375,2924,2850.875,2577.4,2848.78571428571,2545.2,2975.71428571429,1.03062346029941,1.04952659250141,0.942364505559435,0.974991450068399,0.875439786216898,0.987506789788159,1.04455532432365
"CRP","rheumatoid-arthritis","The protein encoded by this gene belongs to the pentaxin family. It is involved in several host defense related functions based on its ability to recognize foreign pathogens and damaged cells of the host and to initiate their elimination by interacting with humoral and cellular effector systems in the blood. Consequently, the level of this protein in plasma increases greatly during acute phase response to tissue injury, infection, or other inflammatory stimuli. [provided by RefSeq, Sep 2009]","                                            CRP (C-Reactive Protein) is a Protein Coding gene.                                            Diseases associated with CRP include Appendicitis and Acute Pyelonephritis.                                            Among its related pathways are Folate Metabolism and Activation of cAMP-Dependent PKA.                                            Gene Ontology (GO) annotations related to this gene include calcium ion binding and cholesterol binding.                                            An important paralog of this gene is APCS.","Displays several functions associated with host defense: it promotes agglutination, bacterial capsular swelling, phagocytosis and complement fixation through its calcium-dependent binding to phosphorylcholine. Can interact with DNA and histones and may scavenge nuclear material released from damaged circulating cells.
                         CRP_HUMAN,P02741
                         ","Fri Aug 07 08:21:43 2020",0.0263157894736842,0.0263157894736842,0,0.03125,0.166666666666667,0,0,0.0357142857142857,0,0.0357142857142857,1,0,0.166666666666667,0,0.03125,0,1
"FAS","immunity","The protein encoded by this gene is a member of the TNF-receptor superfamily. This receptor contains a death domain. It has been shown to play a central role in the physiological regulation of programmed cell death, and has been implicated in the pathogenesis of various malignancies and diseases of the immune system. The interaction of this receptor with its ligand allows the formation of a death-inducing signaling complex that includes Fas-associated death domain protein (FADD), caspase 8, and caspase 10. The autoproteolytic processing of the caspases in the complex triggers a downstream caspase cascade, and leads to apoptosis. This receptor has been also shown to activate NF-kappaB, MAPK3/ERK1, and MAPK8/JNK, and is found to be involved in transducing the proliferating signals in normal diploid fibroblast and T cells. Several alternatively spliced transcript variants have been described, some of which are candidates for nonsense-mediated mRNA decay (NMD). The isoforms lacking the transmembrane domain may negatively regulate the apoptosis mediated by the full length isoform. [provided by RefSeq, Mar 2011]","                                            FAS (Fas Cell Surface Death Receptor) is a Protein Coding gene.                                            Diseases associated with FAS include Autoimmune Lymphoproliferative Syndrome and Lymphoproliferative Syndrome.                                            Among its related pathways are Apoptosis Modulation and Signaling and Signal transduction_JNK pathway.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding.                                            An important paralog of this gene is TNFRSF10B.","Receptor for TNFSF6/FASLG. The adapter molecule FADD recruits caspase-8 to the activated receptor. The resulting death-inducing signaling complex (DISC) performs caspase-8 proteolytic activation which initiates the subsequent cascade of caspases (aspartate-specific cysteine proteases) mediating apoptosis. FAS-mediated apoptosis may have a role in the induction of peripheral tolerance, in the antigen-stimulated suicide of mature T-cells, or both. The secreted isoforms 2 to 6 block apoptosis (in vitro).
                         TNR6_HUMAN,P25445
                         ","Fri Aug 07 08:20:53 2020",587.973684210526,593.157894736842,658.833333333333,574.6875,768.333333333333,560.3125,492.8,621.964285714286,461.9,640.035714285714,1.00881707917469,0.974986405655247,1.16620288388566,0.72925704989154,0.87228054642044,0.937297077922078,1.02905541200115
"FASLG","immunity","This gene is a member of the tumor necrosis factor superfamily. The primary function of the encoded transmembrane protein is the induction of apoptosis triggered by binding to FAS. The FAS/FASLG signaling pathway is essential for immune system regulation, including activation-induced cell death (AICD) of T cells and cytotoxic T lymphocyte induced cell death. It has also been implicated in the progression of several cancers. Defects in this gene may be related to some cases of systemic lupus erythematosus (SLE). Alternatively spliced transcript variants have been described. [provided by RefSeq, Nov 2014]","                                            FASLG (Fas Ligand) is a Protein Coding gene.                                            Diseases associated with FASLG include Autoimmune Lymphoproliferative Syndrome and Lung Cancer.                                            Among its related pathways are Apoptosis Modulation and Signaling and Signal transduction_JNK pathway.                                            Gene Ontology (GO) annotations related to this gene include signaling receptor binding and tumor necrosis factor receptor binding.                                            An important paralog of this gene is TNFSF14.","Cytokine that binds to TNFRSF6/FAS, a receptor that transduces the apoptotic signal into cells (PubMed:26334989, PubMed:9228058). Involved in cytotoxic T-cell-mediated apoptosis, natural killer cell-mediated apoptosis and in T-cell development (PubMed:9228058, PubMed:7528780, PubMed:9427603). Initiates fratricidal/suicidal activation-induced cell death (AICD) in antigen-activated T-cells contributing to the termination of immune responses (By similarity). TNFRSF6/FAS-mediated apoptosis has also a role in the induction of peripheral tolerance (By similarity). Binds to TNFRSF6B/DcR3, a decoy receptor that blocks apoptosis (PubMed:27806260).
                         TNFL6_HUMAN,P48023
                         ","Fri Aug 07 08:20:58 2020",117.342105263158,122.710526315789,156,110.09375,171.666666666667,113.53125,81.7,130.071428571429,80.9,137.642857142857,1.04575016819915,1.03122338915697,1.10042735042735,0.661347087378641,0.705729166666667,0.990208078335373,1.05820977484898
"FOXP3","immunity","The protein encoded by this gene is a member of the forkhead/winged-helix family of transcriptional regulators. Defects in this gene are the cause of immunodeficiency polyendocrinopathy, enteropathy, X-linked syndrome (IPEX), also known as X-linked autoimmunity-immunodeficiency syndrome. Alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Jul 2008]","                                            FOXP3 (Forkhead Box P3) is a Protein Coding gene.                                            Diseases associated with FOXP3 include Immunodysregulation, Polyendocrinopathy, And Enteropathy, X-Linked and Rare Deficiency Anemia.                                            Among its related pathways are IL-15 Signaling and its Primary Biological Effects in Different Immune Cell Types and Allograft rejection.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and sequence-specific DNA binding.                                            An important paralog of this gene is ENSG00000285708.","Transcriptional regulator which is crucial for the development and inhibitory function of regulatory T-cells (Treg). Plays an essential role in maintaining homeostasis of the immune system by allowing the acquisition of full suppressive function and stability of the Treg lineage, and by directly modulating the expansion and function of conventional T-cells. Can act either as a transcriptional repressor or a transcriptional activator depending on its interactions with other transcription factors, histone acetylases and deacetylases. The suppressive activity of Treg involves the coordinate activation of many genes, including CTLA4 and TNFRSF18 by FOXP3 along with repression of genes encoding cytokines such as interleukin-2 (IL2) and interferon-gamma (IFNG). Inhibits cytokine production and T-cell effector function by repressing the activity of two key transcription factors, RELA and NFATC2 (PubMed:15790681). Mediates transcriptional repression of IL2 via its association with histone acetylase KAT5 and histone deacetylase HDAC7 (PubMed:17360565). Can activate the expression of TNFRSF18, IL2RA and CTLA4 and repress the expression of IL2 and IFNG via its association with transcription factor RUNX1 (PubMed:17377532). Inhibits the differentiation of IL17 producing helper T-cells (Th17) by antagonizing RORC function, leading to down-regulation of IL17 expression, favoring Treg development (PubMed:18368049). Inhibits the transcriptional activator activity of RORA (PubMed:18354202). Can repress the expression of IL2 and IFNG via its association with transcription factor IKZF4 (By similarity).
                         FOXP3_HUMAN,Q9BZS1
                         ","Fri Aug 07 08:20:43 2020",68.1052631578947,55,98,62.5,57.6666666666667,54.5,44.4,76.5714285714286,33.6,62.6428571428571,0.807573415765069,0.872,0.58843537414966,0.945086705202312,0.637755102040816,0.756756756756757,0.818097014925373
"HLA-B","rheumatoid-arthritis","HLA-B belongs to the HLA class I heavy chain paralogues. This class I molecule is a heterodimer consisting of a heavy chain and a light chain (beta-2 microglobulin). The heavy chain is anchored in the membrane. Class I molecules play a central role in the immune system by presenting peptides derived from the endoplasmic reticulum lumen. They are expressed in nearly all cells. The heavy chain is approximately 45 kDa and its gene contains 8 exons. Exon 1 encodes the leader peptide, exon 2 and 3 encode the alpha1 and alpha2 domains, which both bind the peptide, exon 4 encodes the alpha3 domain, exon 5 encodes the transmembrane region and exons 6 and 7 encode the cytoplasmic tail. Polymorphisms within exon 2 and exon 3 are responsible for the peptide binding specificity of each class one molecule. Typing for these polymorphisms is routinely done for bone marrow and kidney transplantation. Hundreds of HLA-B alleles have been described. [provided by RefSeq, Jul 2008]","                                            HLA-B (Major Histocompatibility Complex, Class I, B) is a Protein Coding gene.                                            Diseases associated with HLA-B include Severe Cutaneous Adverse Reaction and Spondyloarthropathy 1.                                            Among its related pathways are Antigen processing-Cross presentation and Actin Nucleation by ARP-WASP Complex.                                            Gene Ontology (GO) annotations related to this gene include signaling receptor binding and peptide antigen binding.                                            An important paralog of this gene is HLA-C.","Antigen-presenting major histocompatibility complex class I (MHCI) molecule. In complex with B2M/beta 2 microglobulin displays primarily viral and tumor-derived peptides on antigen-presenting cells for recognition by alpha-beta T cell receptor (TCR) on HLA-B-restricted CD8-positive T cells, guiding antigen-specific T cell immune response to eliminate infected or transformed cells (PubMed:25808313, PubMed:29531227, PubMed:9620674, PubMed:23209413). May also present self-peptides derived from the signal sequence of secreted or membrane proteins, although T cells specific for these peptides are usually inactivated to prevent autoreactivity (PubMed:7743181, PubMed:18991276). Both the peptide and the MHC molecule are recognized by TCR, the peptide is responsible for the fine specificity of antigen recognition and MHC residues account for the MHC restriction of T cells (PubMed:29531227, PubMed:9620674, PubMed:24600035). Typically presents intracellular peptide antigens of 8 to 13 amino acids that arise from cytosolic proteolysis via constitutive proteasome and IFNG-induced immunoproteasome (PubMed:23209413). Can bind different peptides containing allele-specific binding motifs, which are mainly defined by anchor residues at position 2 and 9 (PubMed:25808313, PubMed:29531227).
                         HLAB_HUMAN,P01889
                         ","Fri Aug 07 08:21:33 2020",46825.7631578947,42797.6315789474,43425.8333333333,47463.25,46023.8333333333,42192.71875,44089.4,47803.0357142857,38991.5,44156.9642857143,0.913976168090103,0.888955534018425,1.05982614035424,0.916758029354356,1.09297269290553,0.884373568249965,0.923727199034729
"HLA-DQA1","rheumatoid-arthritis","HLA-DQA1 belongs to the HLA class II alpha chain paralogues. The class II molecule is a heterodimer consisting of an alpha (DQA) and a beta chain (DQB), both anchored in the membrane. It plays a central role in the immune system by presenting peptides derived from extracellular proteins. Class II molecules are expressed in antigen presenting cells (APC: B Lymphocytes, dendritic cells, macrophages). The alpha chain is approximately 33-35 kDa. It is encoded by 5 exons; exon 1 encodes the leader peptide, exons 2 and 3 encode the two extracellular domains, and exon 4 encodes the transmembrane domain and the cytoplasmic tail. Within the DQ molecule both the alpha chain and the beta chain contain the polymorphisms specifying the peptide binding specificities, resulting in up to four different molecules. Typing for these polymorphisms is routinely done for bone marrow transplantation. [provided by RefSeq, Jul 2008]","                                            HLA-DQA1 (Major Histocompatibility Complex, Class II, DQ Alpha 1) is a Protein Coding gene.                                            Diseases associated with HLA-DQA1 include Celiac Disease 1 and Adult-Onset Myasthenia Gravis.                                            Among its related pathways are TCR Signaling (Qiagen) and Tuberculosis.                                            Gene Ontology (GO) annotations related to this gene include peptide antigen binding and MHC class II receptor activity.                                            An important paralog of this gene is HLA-DQA2.","Binds peptides derived from antigens that access the endocytic route of antigen presenting cells (APC) and presents them on the cell surface for recognition by the CD4 T-cells. The peptide binding cleft accommodates peptides of 10-30 residues. The peptides presented by MHC class II molecules are generated mostly by degradation of proteins that access the endocytic route, where they are processed by lysosomal proteases and other hydrolases. Exogenous antigens that have been endocytosed by the APC are thus readily available for presentation via MHC II molecules, and for this reason this antigen presentation pathway is usually referred to as exogenous. As membrane proteins on their way to degradation in lysosomes as part of their normal turn-over are also contained in the endosomal/lysosomal compartments, exogenous antigens must compete with those derived from endogenous components. Autophagy is also a source of endogenous peptides, autophagosomes constitutively fuse with MHC class II loading compartments. In addition to APCs, other cells of the gastrointestinal tract, such as epithelial cells, express MHC class II molecules and CD74 and act as APCs, which is an unusual trait of the GI tract. To produce a MHC class II molecule that presents an antigen, three MHC class II molecules (heterodimers of an alpha and a beta chain) associate with a CD74 trimer in the ER to form a heterononamer. Soon after the entry of this complex into the endosomal/lysosomal system where antigen processing occurs, CD74 undergoes a sequential degradation by various proteases, including CTSS and CTSL, leaving a small fragment termed CLIP (class-II-associated invariant chain peptide). The removal of CLIP is facilitated by HLA-DM via direct binding to the alpha-beta-CLIP complex so that CLIP is released. HLA-DM stabilizes MHC class II molecules until primary high affinity antigenic peptides are bound. The MHC II molecule bound to a peptide is then transported to the cell membrane surface. In B-cells, the interaction between HLA-DM and MHC class II molecules is regulated by HLA-DO. Primary dendritic cells (DCs) also to express HLA-DO. Lysosomal microenvironment has been implicated in the regulation of antigen loading into MHC II molecules, increased acidification produces increased proteolysis and efficient peptide loading.
                         DQA1_HUMAN,P01909
                         ","Fri Aug 07 08:21:37 2020",660.947368421053,705.315789473684,816.333333333333,631.8125,770.166666666667,693.15625,462.4,731.857142857143,476.6,787,1.06712852365026,1.09709170046493,0.943446304614128,0.900008115126596,0.773963862801143,1.03070934256055,1.07534647667382
"HLA-DQB1","rheumatoid-arthritis","HLA-DQB1 belongs to the HLA class II beta chain paralogs. This class II molecule is a heterodimer consisting of an alpha (DQA) and a beta chain (DQB), both anchored in the membrane. It plays a central role in the immune system by presenting peptides derived from extracellular proteins. Class II molecules are expressed in antigen presenting cells (APC: B lymphocytes, dendritic cells, macrophages). The beta chain is approximately 26-28 kDa and it contains six exons. Exon 1 encodes the leader peptide, exons 2 and 3 encode the two extracellular domains, exon 4 encodes the transmembrane domain and exon 5 encodes the cytoplasmic tail. Within the DQ molecule both the alpha chain and the beta chain contain the polymorphisms specifying the peptide binding specificities, resulting in up to four different molecules. Typing for these polymorphisms is routinely done for bone marrow transplantation. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2011]","                                            HLA-DQB1 (Major Histocompatibility Complex, Class II, DQ Beta 1) is a Protein Coding gene.                                            Diseases associated with HLA-DQB1 include Celiac Disease 1 and Creutzfeldt-Jakob Disease.                                            Among its related pathways are TCR Signaling (Qiagen) and Tuberculosis.                                            Gene Ontology (GO) annotations related to this gene include peptide antigen binding and MHC class II receptor activity.                                            An important paralog of this gene is HLA-DQB2.","Binds peptides derived from antigens that access the endocytic route of antigen presenting cells (APC) and presents them on the cell surface for recognition by the CD4 T-cells. The peptide binding cleft accommodates peptides of 10-30 residues. The peptides presented by MHC class II molecules are generated mostly by degradation of proteins that access the endocytic route, where they are processed by lysosomal proteases and other hydrolases. Exogenous antigens that have been endocytosed by the APC are thus readily available for presentation via MHC II molecules, and for this reason this antigen presentation pathway is usually referred to as exogenous. As membrane proteins on their way to degradation in lysosomes as part of their normal turn-over are also contained in the endosomal/lysosomal compartments, exogenous antigens must compete with those derived from endogenous components. Autophagy is also a source of endogenous peptides, autophagosomes constitutively fuse with MHC class II loading compartments. In addition to APCs, other cells of the gastrointestinal tract, such as epithelial cells, express MHC class II molecules and CD74 and act as APCs, which is an unusual trait of the GI tract. To produce a MHC class II molecule that presents an antigen, three MHC class II molecules (heterodimers of an alpha and a beta chain) associate with a CD74 trimer in the ER to form a heterononamer. Soon after the entry of this complex into the endosomal/lysosomal system where antigen processing occurs, CD74 undergoes a sequential degradation by various proteases, including CTSS and CTSL, leaving a small fragment termed CLIP (class-II-associated invariant chain peptide). The removal of CLIP is facilitated by HLA-DM via direct binding to the alpha-beta-CLIP complex so that CLIP is released. HLA-DM stabilizes MHC class II molecules until primary high affinity antigenic peptides are bound. The MHC II molecule bound to a peptide is then transported to the cell membrane surface. In B-cells, the interaction between HLA-DM and MHC class II molecules is regulated by HLA-DO. Primary dendritic cells (DCs) also to express HLA-DO. Lysosomal microenvironment has been implicated in the regulation of antigen loading into MHC II molecules, increased acidification produces increased proteolysis and efficient peptide loading.
                         DQB1_HUMAN,P01920
                         ","Fri Aug 07 08:21:34 2020",836.868421052632,837.368421052632,874.333333333333,829.84375,868,831.625,618.1,915,626.7,912.607142857143,1.00059746548851,1.00214648842026,0.992756385817766,0.95809331797235,0.949115993137629,1.01391360621259,0.997384855581577
